ticker,exchange,alias,asset_type,currency
APOS,NYS,아폴로 글로벌 매니지먼트 후순위채권(2053 7.625%),Stock,USD
APTV,NYS,앱티브,Stock,USD
AQN,NYS,알곤퀸 파워 앤드 유틸리티스,Stock,USD
AQNB,NYS,알곤퀸 파워 앤드 유틸리티스 후순위채권(2021-06-25 6.200%),Stock,USD
AR,NYS,앤테로 리소시스,Stock,USD
ARCO,NYS,아르코스 도라도스 홀딩스,Stock,USD
ARDC,NYS,ARES DYNAMIC CREDIT ALLOCATION,ETF,USD
ARDT,NYS,아던트 헬스,Stock,USD
ARE,NYS,알렉산드리아 리얼 에스테이트 에퀴티스,Stock,USD
ARES,NYS,아레스 매니지먼트,Stock,USD
ARES/B,NYS,아레스 매니지먼트 우선주 B(6.750% 의무전환),Stock,USD
ARI,NYS,아폴로 커머셜 리얼에스테이트 파이낸스,Stock,USD
ARIS,NYS,아리스 워터 솔루션스,Stock,USD
ARL,NYS,아메리칸 리얼티 인베스터스,Stock,USD
ARLO,NYS,아를로 테크놀로지스,Stock,USD
ARMK,NYS,아라마크,Stock,USD
AROC,NYS,아크록,Stock,USD
ARR,NYS,아머 레지덴셜 리츠,Stock,USD
ARR/C,NYS,아머 레지덴셜 리츠 우선주 C(7.000% 누적 상환),Stock,USD
ARW,NYS,애로우 일렉트로닉스,Stock,USD
ARX,NYS,엑셀러런트 홀딩스,Stock,USD
AS,NYS,아머 스포츠,Stock,USD
ASA,NYS,ASA GOLD AND PRECIOUS METALS LIMITED,ETF,USD
ASAN,NYS,아사나,Stock,USD
ASB,NYS,어소시에이티드 뱅크코프,Stock,USD
ASB/E,NYS,어소시에이티드 뱅크코프 우선주 E(5.875%),Stock,USD
ASB/F,NYS,어소시에이티드 뱅크코프 우선주 F(5.625%),Stock,USD
ASC,NYS,아드모어 시핑,Stock,USD
ASG,NYS,LIBERTY ALL STAR GROWTH,ETF,USD
ASGI,NYS,ABERDEEN STANDARD GLOBAL INFRA,ETF,USD
ASGN,NYS,ASGN,Stock,USD
ASH,NYS,애시랜드,Stock,USD
ASIC,NYS,어테그리티 스페셜티 홀딩스,Stock,USD
ASIX,NYS,어드밴식스,Stock,USD
ASPN,NYS,애스펀 에어로젤,Stock,USD
ASR,NYS,그루포 아에로포르투아리오 델 수레스테(ADR),Stock,USD
ASX,NYS,ASE 테크놀로지 홀딩(ADR),Stock,USD
ATEN,NYS,A10 네트웍스,Stock,USD
ATH/A,NYS,아테네 홀딩 우선주 A(6.350% 상환),Stock,USD
ATH/B,NYS,아테네 홀딩 우선주 B(5.625% 상환),Stock,USD
ATH/D,NYS,아테네 홀딩 우선주 D(4.875% 상환),Stock,USD
ATH/E,NYS,아테네 홀딩 우선주 E(7.750%),Stock,USD
ATHM,NYS,오토홈(ADR),Stock,USD
ATHS,NYS,아테네 홀딩 후순위채권(7.250%),Stock,USD
ATI,NYS,ATI,Stock,USD
ATKR,NYS,앳코어,Stock,USD
ATMU,NYS,애트머스 필트레이션 테크놀로지스,Stock,USD
ATO,NYS,애트모스 에너지,Stock,USD
ATR,NYS,앱타그룹,Stock,USD
ATS,NYS,ATS 코퍼레이션,Stock,USD
AU,NYS,앵글로골드 아샨티,Stock,USD
AUB,NYS,애틀랜틱 유니언 뱅크셰어스,Stock,USD
AUB/A,NYS,애틀랜틱 유니언 뱅크셰어스 우선주(6.875%),Stock,USD
AUNA,NYS,아우나,Stock,USD
AVA,NYS,아비스타,Stock,USD
AVAL,NYS,그루포 아발 악시오네스 이 발로레스(ADR),Stock,USD
AVB,NYS,아발론베이 커뮤니티스,Stock,USD
AVBC,NYS,어비디아 뱅코프,Stock,USD
AVD,NYS,아메리칸 뱅가드,Stock,USD
AVEX,NYS,에이벡스,Stock,USD
AVK,NYS,ADVENT CONVERTIBLE & INCOME,ETF,USD
AVNS,NYS,아바노스 메디컬,Stock,USD
AVNT,NYS,애비엔트,Stock,USD
AVTR,NYS,어밴터,Stock,USD
AVY,NYS,에이버리 데니슨,Stock,USD
AWF,NYS,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME,ETF,USD
AWI,NYS,암스트롱 월드 인더스트리스,Stock,USD
AWK,NYS,아메리칸 워터 웍스,Stock,USD
AWP,NYS,ABERDEEN GLOBAL PREMIER PROPERTY,ETF,USD
AWR,NYS,아메리칸 스테이츠 워터,Stock,USD
AX,NYS,액소스 파이낸셜,Stock,USD
AXIA,NYS,악시아 에네르지아 스폰서드 ADR,Stock,USD
AXIA/,NYS,악시아 에네르지아 우선주 B 스폰서드 ADR,Stock,USD
AXIA/C,NYS,AXIA 스폰 ADS(우선주 C),Stock,USD
AXP,NYS,아메리칸 엑스프레스,Stock,USD
AXR,NYS,앰렙,Stock,USD
AXS,NYS,액시스 캐피털 홀딩스,Stock,USD
AXS/E,NYS,액시스 캐피털 홀딩스 우선주 E(5.500%),Stock,USD
AXTA,NYS,엑솔타 코팅 시스템스,Stock,USD
AYI,NYS,어큐이티,Stock,USD
AZN,NYS,아스트라제네카,Stock,USD
AZO,NYS,오토존,Stock,USD
AZZ,NYS,AZZ,Stock,USD
B,NYS,배릭 마이닝,Stock,USD
BA,NYS,보잉,Stock,USD
BA/A,NYS,보잉 우선주 A(6.000% 의무전환),Stock,USD
BABA,NYS,알리바바 그룹 홀딩(ADR),Stock,USD
BAC,NYS,뱅크오브아메리카,Stock,USD
BAC/B,NYS,뱅크오브아메리카 우선주 GG(상환),Stock,USD
BAC/E,NYS,뱅크오브아메리카 우선주 E(변동금리),Stock,USD
BAC/K,NYS,뱅크오브아메리카 우선주 HH(5.875% 상환),Stock,USD
BAC/L,NYS,뱅크오브아메리카 우선주 L(7.250%),Stock,USD
BAC/M,NYS,뱅크오브아메리카 우선주 KK(5.375%),Stock,USD
BAC/N,NYS,뱅크오브아메리카 우선주 LL(5.000% 상환),Stock,USD
BAC/O,NYS,뱅크오브아메리카 우선주 NN(4.375% 상환),Stock,USD
BAC/P,NYS,뱅크오브아메리카 우선주 PP(4.125% 상환),Stock,USD
BAC/Q,NYS,뱅크 오브 아메리카 우선주 Q,Stock,USD
BAC/S,NYS,뱅크오브아메리카 우선주 SS(4.750% 상환),Stock,USD
BAH,NYS,부즈 알렌 해밀턴 홀딩,Stock,USD
BAK,NYS,브라스켐(ADR),Stock,USD
BALL,NYS,볼,Stock,USD
BALY,NYS,밸리스,Stock,USD
BAM,NYS,브룩필드 에셋 매니지먼트,Stock,USD
BANC,NYS,뱅크 오브 캘리포니아,Stock,USD
BANC/F,NYS,뱅크 오브 캘리포니아 우선주(7.750%),Stock,USD
BAP,NYS,크레디코프,Stock,USD
BARK,NYS,바크,Stock,USD
BAX,NYS,박스터 인터내셔널,Stock,USD
BB,NYS,블랙베리,Stock,USD
BBAI,NYS,빅베어 AI 홀딩스,Stock,USD
BBAR,NYS,BBVA 아르헨티나(ADR),Stock,USD
BBBY,NYS,BED BATH BEYOND INC,Stock,USD
BBD,NYS,방쿠 브라데스쿠 우선주(ADR),Stock,USD
BBDC,NYS,베어링스 BDC,Stock,USD
BBDO,NYS,방쿠 브라데스쿠(ADR),Stock,USD
BBN,NYS,BLACKROCK TAXABLE MUNICIPAL BOND TRUST,ETF,USD
BBT,NYS,비콘 파이낸셜 코퍼레이션,Stock,USD
BBUC,NYS,브룩필드 비즈니스,Stock,USD
BBVA,NYS,BBVA(ADR),Stock,USD
BBW,NYS,빌드어베어 워크숍,Stock,USD
BBWI,NYS,배스 앤드 바디 웍스,Stock,USD
BBY,NYS,베스트 바이,Stock,USD
BC,NYS,브런스윅,Stock,USD
BC/C,NYS,브런스윅 일반채권(2049-04-15 6.375%),Stock,USD
BCAT,NYS,BLACKROCK CAPITAL ALLOCATION TRUST,ETF,USD
BCC,NYS,보이시 캐스케이드,Stock,USD
BCE,NYS,BCE,Stock,USD
BCEM,NYS,BARON EMERGING MARKETS SELECT,ETF,USD
BCGD,NYS,BARON GLOBAL DURABLE ADVANTAGE,ETF,USD
BCH,NYS,방코 데 칠레(ADR),Stock,USD
BCO,NYS,브링크스,Stock,USD
BCS,NYS,바클레이즈(ADR),Stock,USD
BCSF,NYS,배인 캐피털 스페셜티 파이낸스,Stock,USD
BCSM,NYS,BARON SMID CAP,ETF,USD
BCSS,NYS,베인 캐피털 GSS 인베스트먼트,Stock,USD
BCSS/UN,NYS,베인 캐피털 GSS 인베스트먼트 유닛,Stock,USD
BCX,NYS,BLACKROCK RESOURCES & COMMODITIES STRATEGY TRUST,ETF,USD
BDC,NYS,벨던,Stock,USD
BDJ,NYS,BLACKROCK ENHANCED EQUITY DIVIDEND,ETF,USD
BDN,NYS,브랜디와인 리얼티 트러스트,Stock,USD
BDX,NYS,벡턴 디킨슨,Stock,USD
BE,NYS,블룸 에너지,Stock,USD
BEBE,NYS,TGE 밸 크리에이티브 솔루션,Stock,USD
BEBE/UN,NYS,TGEVAL크리에이티브유닛,Stock,USD
BEKE,NYS,KE 홀딩스(ADR),Stock,USD
BEN,NYS,프랭클린 리소시스,Stock,USD
BEP,NYS,브룩필드 리뉴어블 파트너스,Stock,USD
BEP/A,NYS,브룩필드 리뉴어블 파트너스 우선주 A(5.250% 누적 상환),Stock,USD
BEPC,NYS,브룩필드 리뉴어블,Stock,USD
BEPH,NYS,브룩필드 BRP 홀딩스 후순위채권(4.625%),Stock,USD
BEPI,NYS,브룩필드 BRP 홀딩스 후순위채권(4.875%),Stock,USD
BEPJ,NYS,브룩필드 BRP 홀딩스 후순위채권(7.250%),Stock,USD
BETA,NYS,BETA TECHNOLOGIES  INC,Stock,USD
BF/A,NYS,브라운 포맨 A,Stock,USD
BF/B,NYS,브라운 포맨 B,Stock,USD
BFAM,NYS,브라이트 호라이즌 패밀리 솔루션스,Stock,USD
BFH,NYS,브레드 파이낸셜 홀딩스,Stock,USD
BFH/A,NYS,브레드 파이낸셜 우선주 A(8.625%),Stock,USD
BFLY,NYS,버터플라이 네트워크,Stock,USD
BFS,NYS,솔 센터스,Stock,USD
BFS/D,NYS,솔 센터스 우선주 D(6.125% 누적 상환),Stock,USD
BFS/E,NYS,솔 센터스 우선주 E(6.000% 누적 상환),Stock,USD
BG,NYS,번지 글로벌,Stock,USD
BGB,NYS,BLACKSTONE/GSO STRATEGIC CREDIT,ETF,USD
BGH,NYS,BARINGS GLOBAL SHORT DURATION HIGH YIELD,ETF,USD
BGR,NYS,BLACKROCK ENERGY & RESOURCES TRUST,ETF,USD
BGS,NYS,비앤지 푸즈,Stock,USD
BGSF,NYS,BGSF,Stock,USD
BGSI,NYS,BOYD GROUP SERVICES INC,Stock,USD
BGT,NYS,BLACKROCK FLOATING RATE INCOME TRUST,ETF,USD
BGX,NYS,BLACKSTONE/GSO LONG/SHORT CREDIT INCOME,ETF,USD
BGY,NYS,BLACKROCK ENHANCED INTERNATIONAL DIVIDEND TRUST,ETF,USD
BH,NYS,비글래리 홀딩스 B,Stock,USD
BH/A,NYS,비글래리 홀딩스 A,Stock,USD
BHC,NYS,바슈 헬스 컴퍼니스,Stock,USD
BHE,NYS,벤치마크 일렉트로닉스,Stock,USD
BHK,NYS,BLACKROCK CORE BOND TRUST,ETF,USD
BHP,NYS,BHP 그룹 UK(ADR),Stock,USD
BHR,NYS,브레이마 호텔스 앤드 리조츠,Stock,USD
BHR/B,NYS,브레이마 호텔스 앤드 리조츠 우선주 B(5.500% 누적),Stock,USD
BHR/D,NYS,브레이마 호텔스 앤드 리조츠 우선주 D(8.250% 누적),Stock,USD
BHV,NYS,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,ETF,USD
BHVN,NYS,바이오헤이븐,Stock,USD
BIII,NYS,블랙 스페이드 애퀴지션 III,Stock,USD
BIII/UN,NYS,블랙 스페이드 애퀴지션 III 유닛,Stock,USD
BILL,NYS,빌 홀딩스,Stock,USD
BIO,NYS,바이오 래드 래브러토리스,Stock,USD
BIO/B,NYS,바이오 래드 래브러토리스 B,Stock,USD
BIP,NYS,브룩필드 인프라스트럭처 파트너스,Stock,USD
BIP/A,NYS,브룩필드 인프라스트럭처 파트너스 우선주 A(5.125%),Stock,USD
BIP/B,NYS,브룩필드 인프라스트럭처 파트너스 우선주 B(5.000%),Stock,USD
BIPC,NYS,브룩필드 인프라스트럭처,Stock,USD
BIPH,NYS,브룩필드 인프라스트럭처 파이낸스 후순위채권(2081-05-24 5.000%),Stock,USD
BIPI,NYS,BIP 버뮤다 홀딩스 후순위채권(5.125%),Stock,USD
BIPJ,NYS,브룩필드 인프라스트럭처 파이낸스 후순위채권(2084-05-31 7.250%),Stock,USD
BIRK,NYS,버켄스탁 홀딩스,Stock,USD
BIT,NYS,BLACKROCK MULTI SECTOR INCOME TRUST,ETF,USD
BJ,NYS,BJS 홀세일 클럽 홀딩스,Stock,USD
BK,NYS,뱅크 오브 뉴욕 멜론,Stock,USD
BK/K,NYS,뱅크 오브 뉴욕 멜론 우선주 K,Stock,USD
BKD,NYS,브룩데일 시니어 리빙,Stock,USD
BKE,NYS,버클,Stock,USD
BKH,NYS,블랙 힐스,Stock,USD
BKKT,NYS,백트 홀딩스,Stock,USD
BKSY,NYS,블랙스카이 테크놀로지,Stock,USD
BKT,NYS,BLACKROCK INCOME TRUST,ETF,USD
BKU,NYS,뱅크유나이티드,Stock,USD
BKV,NYS,BKV 코퍼레이션,Stock,USD
BLCO,NYS,바슈롬,Stock,USD
BLD,NYS,탑빌드,Stock,USD
BLDR,NYS,빌더스 퍼스트소스,Stock,USD
BLK,NYS,블랙록,Stock,USD
BLND,NYS,블렌드 랩스,Stock,USD
BLSH,NYS,불리쉬,Stock,USD
BLW,NYS,BLACKROCK LIMITED DURATION INCOME TRUST,ETF,USD
BLX,NYS,방코 라티노아메리카노,Stock,USD
BMA,NYS,방코 마크로(ADR),Stock,USD
BME,NYS,BLACKROCK HEALTH SCIENCES TRUST,ETF,USD
BMEZ,NYS,BLACKROCK HEALTH SCIENCES TRUST II,ETF,USD
BMI,NYS,배저 미터,Stock,USD
BML/G,NYS,뱅크오브아메리카 우선주 1(변동금리),Stock,USD
BML/H,NYS,뱅크오브아메리카 우선주 2(변동금리),Stock,USD
BML/J,NYS,뱅크오브아메리카 우선주 4,Stock,USD
BML/L,NYS,뱅크오브아메리카 우선주 5(변동금리),Stock,USD
BMN,NYS,BLACKROCK 2037 MUNICIPAL TARGET TERM TRUST,ETF,USD
BMNR,NYS,비트마인 이머전 테크놀로지스,Stock,USD
BMO,NYS,뱅크 오브 몬트리올,Stock,USD
BMY,NYS,브리스톨 마이어스 스큅,Stock,USD
BN,NYS,브룩필드,Stock,USD
BNED,NYS,반즈 앤드 노블 에듀케이션,Stock,USD
BNH,NYS,브룩필드 파이낸스 후순위채권(2080-10-16 4.625%),Stock,USD
BNJ,NYS,브룩필드 파이낸스 후순위채권(4.500%),Stock,USD
BNL,NYS,브로드스톤 넷 리스,Stock,USD
BNS,NYS,뱅크 오브 노바스코샤,Stock,USD
BNT,NYS,브룩필드 웰스 솔루션스,Stock,USD
BOBS,NYS,밥스 디스카운트 퍼니처,Stock,USD
BOC,NYS,보스턴 오마하,Stock,USD
BOE,NYS,BLACKROCK ENHANCED GLOBAL DIVIDEND TRUST,ETF,USD
BOH,NYS,뱅크 오브 하와이,Stock,USD
BOH/A,NYS,뱅크 오브 하와이 우선주 A(4.375% 상환),Stock,USD
BOH/B,NYS,뱅크 오브 하와이 우선주 B,Stock,USD
BOND,NYS,PIMCO ACTIVE BOND,ETF,USD
BOOT,NYS,부트 반 홀딩스,Stock,USD
BORR,NYS,보르 드릴링,Stock,USD
BOW,NYS,보우헤드 스페셜티 홀딩스,Stock,USD
BOX,NYS,박스,Stock,USD
BP,NYS,BP(ADR),Stock,USD
BPRE,NYS,BLUEROCK PRIVATE REAL ESTATE FUND,ETF,USD
BR,NYS,브로드리지 파이낸셜 솔루션,Stock,USD
BRBR,NYS,벨링 브랜즈,Stock,USD
BRC,NYS,브래디,Stock,USD
BRCC,NYS,BRC,Stock,USD
BRCE,NYS,MFS BLENDED RESEARCH CORE EQUITY,ETF,USD
BREE,NYS,MFS BLENDED RESEARCH EMERGING MARKETS EQUITY,ETF,USD
BRIE,NYS,MFS BLENDED RESEARCH INTERNATIONAL EQUITY,ETF,USD
BRK/A,NYS,버크셔 해서웨이 A,Stock,USD
BRK/B,NYS,버크셔 해서웨이 B,Stock,USD
BRO,NYS,브라운 앤드 브라운,Stock,USD
BROS,NYS,더치 브로스,Stock,USD
BRSL,NYS,브라이트스타 로터리,Stock,USD
BRSP,NYS,브라이트스파이어 캐피털,Stock,USD
BRT,NYS,BRT 어파트먼츠,Stock,USD
