ticker,exchange,alias,asset_type,currency
ABVC,NAS,ABVC 바이오파머,Stock,USD
ABVE,NAS,어버브 푸드 인그리디언츠,Stock,USD
ABVX,NAS,아비박스(ADR),Stock,USD
ACAA,NAS,애버린 CAP 애퀴지션,Stock,USD
ACAAU,NAS,애버린 CAP 애퀴지션 유닛 1/6 워런트,Stock,USD
ACAD,NAS,아카디아 파머슈티컬스,Stock,USD
ACB,NAS,오로라 캐너비스,Stock,USD
ACCL,NAS,아코 그룹 홀딩스,Stock,USD
ACDC,NAS,프로프랙 홀딩,Stock,USD
ACEP,NAS,ARS CORE EQUITY PORTFOLIO,ETF,USD
ACET,NAS,에이디셋 바이오,Stock,USD
ACFN,NAS,에이콘 에너지,Stock,USD
ACGCU,NAS,ACP HLDGS ACQUISITION CORP UNIT 1 CL A ORD & 1/2 WT 30/0,Stock,USD
ACGL,NAS,아치 캐피털 그룹,Stock,USD
ACGLN,NAS,아치 캐피털 그룹 우선주 G,Stock,USD
ACGLO,NAS,아치 캐피털 그룹 우선주 F(5.450%),Stock,USD
ACHC,NAS,아카디아 헬스케어,Stock,USD
ACHV,NAS,어치브 라이프 사이언스,Stock,USD
ACIC,NAS,아메리칸 코스탈 인슈어런스,Stock,USD
ACIU,NAS,AC 이뮨,Stock,USD
ACIW,NAS,ACI 월드와이드,Stock,USD
ACLS,NAS,액셀리스 테크놀로지스,Stock,USD
ACLX,NAS,아셀렉스,Stock,USD
ACMR,NAS,ACM 리서치,Stock,USD
ACNB,NAS,ACNB,Stock,USD
ACNT,NAS,어센트 인더스트리스,Stock,USD
ACOG,NAS,알파 커그니션,Stock,USD
ACON,NAS,애클래리언,Stock,USD
ACONW,NAS,애클래리언 콜 워런트(2027-04-21),Stock,USD
ACRS,NAS,애클래리스 테라퓨틱스,Stock,USD
ACRV,NAS,아크리본 테라퓨틱스,Stock,USD
ACT,NAS,인액트 홀딩스,Stock,USD
ACTG,NAS,아카시아 리서치,Stock,USD
ACTU,NAS,악추에이트 테라퓨틱스,Stock,USD
ACWI,NAS,ISHARES MSCI ACWI,ETF,USD
ACWX,NAS,ISHARES MSCI ACWI EX-US,ETF,USD
ACXP,NAS,아크룩스 파머슈티컬스,Stock,USD
ADAC,NAS,아메리칸 드라이브 애퀴지션,Stock,USD
ADACU,NAS,아메리칸드라이브유닛,Stock,USD
ADAG,NAS,아다진(ADR),Stock,USD
ADAM,NAS,아다마스 트러스트,Stock,USD
ADAMG,NAS,아다마스 트러스트 채권(2030-04-01 9.125%),Stock,USD
ADAMH,NAS,아다마스 트러스트 채권(2030-10-01 9.875%),Stock,USD
ADAMI,NAS,아다마스 트러스트 채권(2029-07-01 9.125%),Stock,USD
ADAML,NAS,아다마스 트러스트 우선주 F(고정 ~ 변동),Stock,USD
ADAMM,NAS,아다마스 트러스트 우선주 E(7.875% 누적  상환),Stock,USD
ADAMN,NAS,아다마스 트러스트 우선주 D(8.000% 고정 ~ 변동  누적  상환),Stock,USD
ADAMO,NAS,ADAMAS TRUST INC. 9.250% SENIOR NOTES DUE 01/04/2031,Stock,USD
ADAMZ,NAS,아다마스 트러스트 우선주 G(누적  상환),Stock,USD
ADBE,NAS,어도비,Stock,USD
ADBG,NAS,LEVERAGE SHARES ADBE DAILY 2X,ETF,USD
ADEA,NAS,아디아,Stock,USD
ADGM,NAS,어다지오 메디컬 홀딩스,Stock,USD
ADI,NAS,애널로그 디바이시스,Stock,USD
ADIL,NAS,애디얼 파머슈티컬,Stock,USD
ADMA,NAS,ADMA 바이오로직스,Stock,USD
ADP,NAS,오토매틱 데이터 프로세싱,Stock,USD
ADPT,NAS,어댑티브 바이오테크놀로지스,Stock,USD
ADSE,NAS,애즈 텍 에너지,Stock,USD
ADSEW,NAS,애즈 텍 에너지 콜 워런트(2026-12-22),Stock,USD
ADSK,NAS,오토데스크,Stock,USD
ADTN,NAS,애드트랜,Stock,USD
ADTX,NAS,애디텍스트,Stock,USD
ADUR,NAS,아두로 클린 테크놀로지스,Stock,USD
ADUS,NAS,아듀스 홈케어,Stock,USD
ADV,NAS,어드밴티지 솔루션스,Stock,USD
ADVB,NAS,어드밴스드 바이오메드,Stock,USD
ADXN,NAS,애딕스 테라퓨틱스(ADR),Stock,USD
AEAQ,NAS,액티베이트 에너지 애퀴지션,Stock,USD
AEAQU,NAS,액티베이트 에너지 인수 유닛,Stock,USD
AEBI,NAS,에비 슈미트 홀딩스,Stock,USD
AEC,NAS,앤필드 에너지,Stock,USD
AEHL,NAS,안텔로페 엔터프라이즈 홀딩스,Stock,USD
AEHR,NAS,에흐르 테스트 시스템스,Stock,USD
AEI,NAS,알셋,Stock,USD
AEIS,NAS,어드밴스드 에너지 인더스트리스,Stock,USD
AEMD,NAS,애슬론 메디컬,Stock,USD
AENT,NAS,얼라이언스 엔터테인먼트 홀딩,Stock,USD
AEP,NAS,아메리칸 일렉트릭 파워,Stock,USD
AERT,NAS,에어리스 테크놀로지,Stock,USD
AEVA,NAS,애바 테크놀로지스,Stock,USD
AEYE,NAS,오디오아이,Stock,USD
AFBI,NAS,어피니티 뱅크셰어스,Stock,USD
AFCG,NAS,어드밴스드 플라워 캐피털,Stock,USD
AFJK,NAS,아이메이 헬스 테크놀로지,Stock,USD
AFJKU,NAS,아이메이 헬스 테크놀로지 유닛,Stock,USD
AFOS,NAS,ARS FOCUSED OPPORTUNITIES STRATEGY,ETF,USD
AFRI,NAS,포라프릭 글로벌,Stock,USD
AFRIW,NAS,포라프릭 글로벌 콜 워런트(2027-06-09),Stock,USD
AFRM,NAS,어펌 홀딩스,Stock,USD
AFSC,NAS,ABERDEEN FOCUSED US SMALL CAP ACTIVE,ETF,USD
AFYA,NAS,AFYA,Stock,USD
AGAE,NAS,얼라이드 게이밍 앤드 엔터테인먼트,Stock,USD
AGCC,NAS,에젠시아 커머셜 스피리츠,Stock,USD
AGEM,NAS,ABERDEEN EMERGING MARKETS DIVIDEND ACTIVE,ETF,USD
AGEN,NAS,아제너스,Stock,USD
AGGA,NAS,ASTORIA DYNAMIC CORE US FIXED INCOME,ETF,USD
AGH,NAS,오리어스 그린웨이 홀딩스,Stock,USD
AGIO,NAS,애지오스 파머슈티컬스,Stock,USD
AGIX,NAS,KRANESHARES ARTIFICIAL INTELLIGENCE AND TECHNOLOGY,ETF,USD
AGMB,NAS,아고맙 테라퓨틱스(ADR),Stock,USD
AGMH,NAS,AGM 그룹 홀딩스,Stock,USD
AGMI,NAS,THEMES SILVER MINERS,ETF,USD
AGNC,NAS,AGNC 인베스트먼트,Stock,USD
AGNCL,NAS,AGNC 인베스트먼트 우선주 G(7.750% 누적 상환),Stock,USD
AGNCM,NAS,AGNC 인베스트먼트 우선주 D(6.875% 누적 상환),Stock,USD
AGNCN,NAS,AGNC 인베스트먼트 우선주 C(7.000% 누적 상환),Stock,USD
AGNCO,NAS,AGNC 인베스트먼트 우선주 E(6.500% 누적 상환),Stock,USD
AGNCP,NAS,AGNC 인베스트먼트 우선주 F(6.125% 누적 상환),Stock,USD
AGNCZ,NAS,AGNC 인베스트먼트 우선주 H,Stock,USD
AGNG,NAS,GLOBAL X AGING POPULATION,ETF,USD
AGNT,NAS,EXP WORLD HOLDINGS  INC,Stock,USD
AGPU,NAS,액스컴퓨트,Stock,USD
AGRZ,NAS,아그로즈,Stock,USD
AGYS,NAS,어질리시스,Stock,USD
AGZD,NAS,WISDOMTREE INTEREST RATE HEDGED US AGGREGATE BOND,ETF,USD
AHCO,NAS,어댑트헬스,Stock,USD
AHG,NAS,악소 헬스 그룹(ADR),Stock,USD
AHMA,NAS,앰비션스 엔터프라이즈 매니지먼트,Stock,USD
AIA,NAS,ISHARES ASIA 50,ETF,USD
AIDX,NAS,20/20 바이오랩스,Stock,USD
AIFC,NAS,AI FINANCIAL CORP,Stock,USD
AIFD,NAS,TCW ARTIFICIAL INTELLIGENCE,ETF,USD
AIFF,NAS,파이어플라이 뉴로사이언스,Stock,USD
AIFU,NAS,AIFU,Stock,USD
AIHS,NAS,센미아오 테크놀로지,Stock,USD
AIIO,NAS,로보AI,Stock,USD
AIIOW,NAS,로보AI 콜 워런트(2027-11-11),Stock,USD
AIMD,NAS,아이노스,Stock,USD
AIMS,NAS,ACUITAS SMALL CAP ACTIVE,ETF,USD
AIOS,NAS,에이오에스 테크놀로지,Stock,USD
AIOT,NAS,파워플리트,Stock,USD
AIP,NAS,아터리스,Stock,USD
AIPI,NAS,REX AI EQUITY PREMIUM INCOME,ETF,USD
AIPO,NAS,DEFIANCE AI & POWER INFRASTRUCTURE,ETF,USD
AIQ,NAS,GLOBAL X ARTIFICIAL INTELLIGENCE & TECHNOLOGY,ETF,USD
AIRE,NAS,리알파 테크,Stock,USD
AIRG,NAS,에어게인,Stock,USD
AIRJ,NAS,에어줄 테크놀로지스,Stock,USD
AIRO,NAS,에이로 그룹 홀딩스,Stock,USD
AIRR,NAS,FIRST TRUST RBA AMERICAN INDUSTRIAL RENAISSANCE,ETF,USD
AIRS,NAS,에어스컬프 테크놀로지스,Stock,USD
AIRT,NAS,에어 T,Stock,USD
AIRTP,NAS,에어 T 우선주(8.000%),Stock,USD
AISP,NAS,에어십 AI 홀딩스,Stock,USD
AIXC,NAS,AIXCRYPTO HLDGS INC,Stock,USD
AIXI,NAS,샤오아이(ADR),Stock,USD
AKAM,NAS,아카마이 테크놀로지,Stock,USD
AKAN,NAS,어칸다,Stock,USD
AKBA,NAS,아케비아 테라퓨틱스,Stock,USD
AKTS,NAS,악티스 온콜로지,Stock,USD
AKTX,NAS,아카리 테라퓨틱스(ADR),Stock,USD
ALAB,NAS,아스테라 랩스,Stock,USD
ALAR,NAS,얼라럼 테크놀로지스(ADR),Stock,USD
ALBG,NAS,LEVERAGE SHARES ALB DAILY 2X,ETF,USD
ALBT,NAS,아발론 글로보케어,Stock,USD
ALCO,NAS,알리코,Stock,USD
ALCY,NAS,앨커미 인베스트먼츠 애퀴지션,Stock,USD
ALCYU,NAS,앨커미 인베스트먼츠 애퀴지션 유닛,Stock,USD
ALDF,NAS,알델 파이낸셜 2,Stock,USD
ALDFU,NAS,알델 파이낸셜 2 유닛,Stock,USD
ALDX,NAS,알데이라 테라퓨틱스,Stock,USD
ALEC,NAS,알렉터,Stock,USD
ALF,NAS,센추리언 애퀴지션,Stock,USD
ALFUU,NAS,센추리언 애퀴지션 유닛,Stock,USD
ALGM,NAS,알레그로 마이크로시스템스,Stock,USD
ALGN,NAS,얼라인 테크놀로지,Stock,USD
ALGS,NAS,앨리고스 테라퓨틱스,Stock,USD
ALGT,NAS,얼리전트 트래블,Stock,USD
ALHC,NAS,얼라인먼트 헬스케어,Stock,USD
ALIL,NAS,ARGENT FOCUSED SMALL CAP,ETF,USD
ALIS,NAS,CALISA ACQUISITION CORP,Stock,USD
ALISU,NAS,칼리사 애퀴지션 유닛,Stock,USD
ALKS,NAS,앨커미스,Stock,USD
ALKT,NAS,알카미 테크놀로지,Stock,USD
ALLO,NAS,알로진 테라퓨틱스,Stock,USD
ALLR,NAS,앨러리티 테라퓨틱스,Stock,USD
ALLT,NAS,앨럿,Stock,USD
ALLW,NAS,SPDR BRIDGEWATER ALL WEATHER,ETF,USD
ALM,NAS,알먼티 인더스트리스,Stock,USD
ALMR,NAS,알라마 바이오사이언스,Stock,USD
ALMS,NAS,알루미스,Stock,USD
ALMU,NAS,앨루마,Stock,USD
ALNT,NAS,얼라이언트,Stock,USD
ALNY,NAS,앨나일램 파머슈티컬스,Stock,USD
ALOT,NAS,아스트로노바,Stock,USD
ALOV,NAS,알다브라 4 리퀴디티 오퍼튜니티 비히클,Stock,USD
ALOVU,NAS,알다브라 4 리퀴디티 오퍼튜니티 유닛,Stock,USD
ALOY,NAS,REALLOYS INC,Stock,USD
ALP,NAS,알파 컴퓨트,Stock,USD
ALPS,NAS,ALPS GROUP INC,Stock,USD
ALRM,NAS,알람닷컴 홀딩스,Stock,USD
ALRS,NAS,앨러루스 파이낸셜,Stock,USD
ALT,NAS,알티뮨,Stock,USD
ALTI,NAS,알티 글로벌,Stock,USD
ALTO,NAS,앨토 인그리디언츠,Stock,USD
ALTS,NAS,알트5 시그마,Stock,USD
ALTY,NAS,GLOBAL X ALTERNATIVE INCOME,ETF,USD
ALVO,NAS,알보테크,Stock,USD
ALVOW,NAS,알보테크 콜 워런트(2027-06-15),Stock,USD
ALXO,NAS,ALX 온콜로지 홀딩스,Stock,USD
ALZN,NAS,알자멘드 뉴로,Stock,USD
AMA,NAS,DEFIANCE AMAT DAILY 2X,ETF,USD
AMAL,NAS,아말거메이티드 파이낸셜,Stock,USD
AMAT,NAS,어플라이드 머티어리얼즈,Stock,USD
AMBA,NAS,암바렐라,Stock,USD
AMBR,NAS,앰버 인터내셔널 홀딩(ADR),Stock,USD
AMCI,NAS,AMC ROBOTICS CORP,Stock,USD
AMCX,NAS,AMC 네트웍스,Stock,USD
AMD,NAS,AMD,Stock,USD
AMDD,NAS,DIREXION AMD DAILY -1X,ETF,USD
AMDG,NAS,LEVERAGE SHARES AMD DAILY 2X,ETF,USD
AMDL,NAS,GRANITESHARES AMD DAILY 2X,ETF,USD
AMGN,NAS,암젠,Stock,USD
AMID,NAS,ARGENT MID CAP,ETF,USD
AMIX,NAS,오토노믹스 메디컬,Stock,USD
AMKR,NAS,앰코 테크놀로지,Stock,USD
AMLX,NAS,아밀릭스 파머슈티컬스,Stock,USD
AMOD,NAS,알파 모더스,Stock,USD
AMODW,NAS,알파 모더스 홀딩스 콜 워런트(2029-12-13),Stock,USD
AMPG,NAS,앰플리테크 그룹,Stock,USD
AMPH,NAS,앰퍼스타 파머슈티컬스,Stock,USD
AMPL,NAS,앰플리튜드,Stock,USD
AMRN,NAS,아마린(ADR),Stock,USD
AMRX,NAS,엠닐 파머슈티컬스,Stock,USD
AMSC,NAS,아메리칸 슈퍼컨덕터,Stock,USD
AMSF,NAS,아메리세이프,Stock,USD
AMST,NAS,에임자이트,Stock,USD
AMTX,NAS,에이메티스,Stock,USD
AMUN,NAS,ABRDN ULTRA SHORT MUNICIPAL INCOME ACTIVE,ETF,USD
AMUU,NAS,DIREXION AMD DAILY 2X,ETF,USD
AMWD,NAS,아메리칸 우드마크,Stock,USD
AMYY,NAS,GRANITESHARES YIELDBOOST AMD 2X,ETF,USD
AMZD,NAS,DIREXION AMZN DAILY -1X,ETF,USD
AMZN,NAS,아마존닷컴,Stock,USD
AMZU,NAS,DIREXION AMZN DAILY 2X,ETF,USD
AMZZ,NAS,GRANITESHARES AMZN DAILY 2X,ETF,USD
ANAB,NAS,어냅티스바이오,Stock,USD
ANDE,NAS,앤더슨스,Stock,USD
ANEL,NAS,DEFIANCE ANET DAILY 2X,ETF,USD
ANGH,NAS,앙가미,Stock,USD
ANGHW,NAS,앙가미 콜 워런트(2027-02-03),Stock,USD
ANGI,NAS,앤지,Stock,USD
ANGL,NAS,VANECK FALLEN ANGEL HIGH YIELD BOND,ETF,USD
ANGO,NAS,앤지오다이내믹스,Stock,USD
ANIK,NAS,아니카 테라퓨틱스,Stock,USD
ANIP,NAS,ANI 파머슈티컬스,Stock,USD
ANIX,NAS,애닉사 바이오사이언시스,Stock,USD
ANL,NAS,아눠의약(ADR),Stock,USD
ANNA,NAS,알레안나,Stock,USD
ANNX,NAS,아넥슨,Stock,USD
ANPA,NAS,리치 스파클 홀딩스,Stock,USD
ANSC,NAS,애그리컬처 앤드 내추럴 솔루션스 애퀴지션,Stock,USD
ANSCU,NAS,애그리컬처 앤드 내추럴 솔루션스 애퀴지션 유닛,Stock,USD
ANTA,NAS,앤트알파 플랫폼 홀딩,Stock,USD
ANTX,NAS,AN2 테라퓨틱스,Stock,USD
ANV,NAS,GRANITESHARES AUTOCALLABLE NVDA,ETF,USD
ANY,NAS,스피어 3D,Stock,USD
AOHY,NAS,ANGEL OAK HIGH YIELD OPPORTUNITIES,ETF,USD
AOSL,NAS,알파 앤드 오메가 세미컨덕터,Stock,USD
AOTG,NAS,AOT GROWTH AND INNOVATION,ETF,USD
AOUT,NAS,아메리칸 아웃도어 브랜즈,Stock,USD
APA,NAS,APA,Stock,USD
APAC,NAS,스톤브리지 애퀴지션 II,Stock,USD
APACU,NAS,스톤브리지 애퀴지션 II 유닛,Stock,USD
APAD,NAS,A PARADISE ACQUISITION CORP,Stock,USD
APADU,NAS,에이 패러다이스 애퀴지션 유닛,Stock,USD
APC,NAS,아르코 페트롤리엄,Stock,USD
APEI,NAS,아메리칸 퍼블릭 에듀케이션,Stock,USD
APGE,NAS,애퍼지 테라퓨틱스,Stock,USD
API,NAS,아고라(ADR),Stock,USD
APLD,NAS,어플라이드 디지털,Stock,USD
APLM,NAS,아폴로믹스,Stock,USD
APLS,NAS,아펠리스 파머슈티컬스,Stock,USD
APM,NAS,앱토럼 그룹,Stock,USD
APOG,NAS,애퍼지 엔터프라이지스,Stock,USD
APP,NAS,앱러빈,Stock,USD
APPF,NAS,앱폴리오,Stock,USD
APPN,NAS,애피언,Stock,USD
APPS,NAS,디지털 터빈,Stock,USD
APPX,NAS,TRADR APP DAILY 2X,ETF,USD
APRE,NAS,아프레아 테라퓨틱스,Stock,USD
APVO,NAS,앱티보 테라퓨틱스,Stock,USD
APWC,NAS,아시아 퍼시픽 와이어 앤드 케이블,Stock,USD
APXT,NAS,에이펙스 트레저리,Stock,USD
APXTU,NAS,에이펙스 트레저리 유닛,Stock,USD
APYX,NAS,에이픽스메디컬,Stock,USD
AQB,NAS,아쿠아바운티 테크놀로지스,Stock,USD
AQMS,NAS,아쿠아 메탈스,Stock,USD
AQST,NAS,어퀴스티브 테라퓨틱스,Stock,USD
AQWA,NAS,GLOBAL X CLEAN WATER,ETF,USD
ARAI,NAS,어라이브 AI,Stock,USD
ARAY,NAS,애큐레이,Stock,USD
ARBB,NAS,ARB IOT 그룹,Stock,USD
ARBE,NAS,아베 로보틱스,Stock,USD
ARBEW,NAS,아베 로보틱스 콜 워런트(2026-10-07),Stock,USD
ARBK,NAS,아르고 블록체인(ADR),Stock,USD
ARCB,NAS,아크베스트,Stock,USD
ARCC,NAS,아레스 캐피털,Stock,USD
ARCI,NAS,아르키메데스 테크 스팩 파트너스 III,Stock,USD
ARCIU,NAS,아르키메데스 테크 SPAC 파트너스 III 유닛,Stock,USD
ARCLU,NAS,ARC 그룹 애퀴지션 I 유닛/워런트,Stock,USD
ARCT,NAS,아크투루스 테라퓨틱스 홀딩스,Stock,USD
ARDX,NAS,아델릭스,Stock,USD
AREB,NAS,아메리칸 레블 홀딩스,Stock,USD
AREC,NAS,아메리칸 리소시스,Stock,USD
ARGX,NAS,아제닉스(ADR),Stock,USD
ARHS,NAS,아르하우스,Stock,USD
ARKO,NAS,아르코,Stock,USD
ARKR,NAS,아크 레스토랑스,Stock,USD
ARLP,NAS,얼라이언스 리소스 파트너스,Stock,USD
ARM,NAS,에이알엠 홀딩스(ADR),Stock,USD
ARMG,NAS,LEVERAGE SHARES ARM DAILY 2X,ETF,USD
ARMY,NAS,TEMA INTERNATIONAL DEFENSE,ETF,USD
AROW,NAS,애로우 파이낸셜,Stock,USD
ARQ,NAS,아크,Stock,USD
ARQQ,NAS,아킷 퀀텀,Stock,USD
ARQQW,NAS,아킷 퀀텀 콜 워런트(2026-09-03),Stock,USD
ARQT,NAS,아커티스 바이오테라퓨틱스,Stock,USD
ARRY,NAS,어레이 테크놀로지스,Stock,USD
ARTC,NAS,아트 테크놀로지 애퀴지션,Stock,USD
ARTCU,NAS,ART 테크놀로지 애퀴지션 유닛,Stock,USD
ARTL,NAS,아르텔로 바이오사이언시스,Stock,USD
ARTNA,NAS,아르테시언 리소시스,Stock,USD
ARTV,NAS,아티바 바이오테라퓨틱스,Stock,USD
ARTW,NAS,아츠웨이 매뉴팩처링,Stock,USD
ARVN,NAS,아르비나스,Stock,USD
ARVR,NAS,FIRST TRUST INDXX METAVERSE,ETF,USD
ARWR,NAS,애로우헤드 파머슈티컬스,Stock,USD
ARXS,NAS,아크시스,Stock,USD
ASBP,NAS,어스파이어 바이오파머 홀딩스,Stock,USD
ASCI,NAS,ABRDN INTERNATIONAL SMALL CAP ACTIVE,ETF,USD
ASLE,NAS,에어세일 코퍼레이션,Stock,USD
ASMB,NAS,어셈블리 바이오사이언시스,Stock,USD
ASMG,NAS,LEVERAGE SHARES ASML DAILY 2X,ETF,USD
ASML,NAS,ASML 홀딩(ADR),Stock,USD
ASMU,NAS,DIREXION ASML DAILY 2X,ETF,USD
ASND,NAS,아센디스 파머(ADR),Stock,USD
ASNS,NAS,액텔리스 네트웍스,Stock,USD
ASO,NAS,아카데미 스포츠 앤드 아웃도어스,Stock,USD
ASPC,NAS,A 스팩 애퀴지션 3,Stock,USD
ASPCU,NAS,A 스팩 애퀴지션 3 유닛,Stock,USD
ASPI,NAS,ASP 아이소토프,Stock,USD
ASPS,NAS,알티소스 포트폴리오 솔루션스,Stock,USD
ASRT,NAS,애서티오 홀딩스,Stock,USD
ASRV,NAS,아메리서브 파이낸셜,Stock,USD
ASST,NAS,스트라이브,Stock,USD
ASTC,NAS,애스트로테크,Stock,USD
ASTE,NAS,애스텍 인더스트리스,Stock,USD
ASTH,NAS,아스트라나 헬스,Stock,USD
ASTI,NAS,어센트 솔라 테크놀로지스,Stock,USD
ASTL,NAS,알고마 스틸 그룹,Stock,USD
ASTS,NAS,AST 스페이스모바일,Stock,USD
ASUR,NAS,어슈어 소프트웨어,Stock,USD
ASYS,NAS,암테크 시스템스,Stock,USD
ATAI,NAS,아타이 라이프 사이언시스,Stock,USD
ATAT,NAS,에이투어 라이프스타일 홀딩스(ADR),Stock,USD
ATCX,NAS,아틀라스 크리티컬 미네랄스,Stock,USD
ATEC,NAS,알파텍 홀딩스,Stock,USD
ATER,NAS,어터리언,Stock,USD
ATEX,NAS,안테릭스,Stock,USD
ATGL,NAS,알파 테크놀로지 그룹,Stock,USD
ATHE,NAS,알테리티 테라퓨틱스(ADR),Stock,USD
ATHR,NAS,이서 홀딩스,Stock,USD
ATII,NAS,아르키메데스 테크 SPAC 파트너스 2,Stock,USD
ATIIU,NAS,아르키메데스 테크 SPAC 파트너스 2 유닛,Stock,USD
ATLC,NAS,애틀랜티쿠스 홀딩스,Stock,USD
ATLCL,NAS,애틀랜티쿠스 홀딩스 선순위채권(2026-11-30),Stock,USD
ATLCP,NAS,애틀랜티쿠스 홀딩스 우선주(7.625%),Stock,USD
ATLCZ,NAS,애틀랜티쿠스 홀딩스 일반채권(2026-11-30 9.250%),Stock,USD
ATLN,NAS,애틀랜틱 인터내셔널,Stock,USD
ATLO,NAS,에임스 내셔널,Stock,USD
ATLX,NAS,아틀라스 리튬,Stock,USD
ATNI,NAS,ATN 인터내셔널,Stock,USD
ATOM,NAS,아토메라,Stock,USD
ATON,NAS,알파톤 캐피털,Stock,USD
ATOS,NAS,아토사 테라퓨틱스,Stock,USD
ATPC,NAS,아가페 ATP,Stock,USD
ATRA,NAS,아타라 바이오테라퓨틱스,Stock,USD
ATRC,NAS,아트리큐어,Stock,USD
ATRO,NAS,어스트로닉스,Stock,USD
ATXG,NAS,애던택스 그룹,Stock,USD
ATYR,NAS,어타이어 파머,Stock,USD
AUBN,NAS,오번 내셔널 뱅코프,Stock,USD
AUDC,NAS,오디오코드,Stock,USD
AUGO,NAS,오라 미네랄스,Stock,USD
AUID,NAS,오스아이디,Stock,USD
AUMI,NAS,THEMES GOLD MINERS,ETF,USD
AUPH,NAS,오리니아 파머슈티컬스,Stock,USD
AUR,NAS,오로라 이노베이션,Stock,USD
AURA,NAS,오라 바이오사이언시스,Stock,USD
AURE,NAS,프레스티지 웰스,Stock,USD
AUROW,NAS,오로라 이노베이션 콜 워런트(2026-11-03),Stock,USD
AUTL,NAS,오토러스 테라퓨틱스(ADR),Stock,USD
AUUD,NAS,오디아,Stock,USD
AVAH,NAS,애비아나 헬스케어 홀딩스,Stock,USD
AVAV,NAS,에어로바이런먼트,Stock,USD
AVBH,NAS,아비드뱅크 홀딩스,Stock,USD
AVBP,NAS,어라이벤트 바이오파머,Stock,USD
AVGB,NAS,AVANTIS CREDIT,ETF,USD
AVGG,NAS,LEVERAGE SHARES AVGO DAILY 2X,ETF,USD
AVGO,NAS,브로드컴,Stock,USD
AVGU,NAS,GRANITESHARES AVGO DAILY 2X,ETF,USD
AVGX,NAS,DEFIANCE AVGO DAILY 2X,ETF,USD
AVIR,NAS,아테아 파머슈티컬스,Stock,USD
AVL,NAS,DIREXION AVGO DAILY 2X,ETF,USD
AVLN,NAS,애벌린 파마,Stock,USD
AVNW,NAS,아비아트 네트웍스,Stock,USD
AVO,NAS,미션 프로듀스,Stock,USD
AVOS,NAS,AVOS GLOBAL EQUITIES,ETF,USD
AVPT,NAS,에이브포인트,Stock,USD
AVR,NAS,안테리스 테크놀로지 글로벌,Stock,USD
AVS,NAS,DIREXION AVGO DAILY -1X,ETF,USD
AVT,NAS,에이브이넷,Stock,USD
AVTX,NAS,아발로 테라퓨틱스,Stock,USD
AVUQ,NAS,AVANTIS US QUALITY,ETF,USD
AVX,NAS,에이백스 원 테크놀로지,Stock,USD
AVXC,NAS,AVANTIS EMERGING MARKETS EX-CHINA EQUITY,ETF,USD
AVXL,NAS,애너벡스 라이프 사이언시스,Stock,USD
